,bh,error_dl,min_dl,max_dl,error_ac,min_ac,max_ac,error_dev,min_dev,max_dev,error_lstm,min_lstm,max_lstm
32,0.059,0.03446985764854141,0.0010891430895352383,0.09136378168246465,1.4316920986569999,1.2603041648006625,1.6767250818526456,1.4432070592285262,1.291183907658046,1.596878625915434,0.16524018432710952,0.051776967081084056,0.3836489319557101
33,0.06,0.07706008286222119,0.0005662329803584542,0.14028425166490177,1.4041262159772523,1.0333334394857334,1.5789591819254103,1.3991951481861138,1.2340049114014462,1.4856395985225201,0.13688786278107595,0.003939194318506112,0.4311129606451227
34,0.061,0.08980539941538696,0.011191096888266597,0.1488565033771957,1.4728890995113229,1.3395478537609429,1.5902233272912156,1.3864362561737271,1.1498559037810459,1.5451453291512287,0.22646203166924808,0.007593591808104213,0.419022151607797
35,0.062,0.09322942608462627,0.024776003630878427,0.17698995311661667,1.494090304000575,1.3228788714696826,1.6514614779120838,1.4842128652866742,1.2580885658069618,1.641045226647487,0.18182327248501565,0.07489959489014822,0.374232235565563
36,0.063,0.07489051857901453,0.06025828738488655,0.08893746052537739,1.5302292812401228,1.3936136866217044,1.6725371923009749,1.442204709943864,1.3388087975919485,1.5414647858017028,0.01645466865859856,0.007504264265771485,0.025047056875712553
37,0.064,0.061092613912519085,0.004866621839570366,0.21687642112980102,1.2998921667179084,0.9248631459098593,1.5829551786672469,1.3408568342949678,0.7075096261068655,1.5542807619281869,0.194151753030131,0.022947978184611917,0.352806435382837
38,0.065,0.0791220163006007,0.0428440663724048,0.17765732392715133,1.6059466737234953,1.1809978972077286,1.805655151419123,1.5174434452026104,1.1988921910734773,1.7899726159769724,0.2403523334607711,0.053207033000004664,0.5129460593621676
39,0.066,0.09650246261003571,0.05307260758768197,0.15747960520492973,1.3751319259032166,1.069864141863902,1.56658020081711,1.4750458361417633,1.182447860310662,1.6559964820127564,0.2043138017131952,0.021446472822612164,0.38077682885798414
40,0.067,0.09261159641896481,0.006230972286208703,0.2289196066416462,1.334206607048634,0.767396563541574,1.7179009885628225,1.395891516917608,1.2126152179397722,1.5548199532966953,0.1863866248373843,0.046991176692154406,0.29486748418047726
41,0.068,0.03581478178892322,0.000572193948225821,0.09315143919709283,1.5305731196019385,1.2136580829385568,1.7852186598338389,1.4794557604425034,1.2472497654660035,1.6274069435190641,0.12877647302162987,0.0149947831792116,0.37088294845957576
42,0.069,0.07348458288294335,0.026728978087937758,0.1300062052234191,1.5351572534998663,1.4600538278817543,1.6080432066303327,1.4587599032536605,1.2780065485193566,1.5543048603134484,0.13594446503907315,0.05891989580099084,0.2978657779064805
43,0.07,0.05241482479987165,0.0038738580183571712,0.14861168191751503,1.5225903525756799,1.3790615091459741,1.6265467690667577,1.4115607254832765,1.2542611571860038,1.5763718474871815,0.28604516592192714,0.1332549846086582,0.36108031897528564
44,0.071,0.09442722453605272,0.0074790419639417785,0.25912920943237205,1.375048129277469,1.2423185574847897,1.5463666288626063,1.626524870549707,1.4039912881980743,2.0640745028100915,0.14201648470149278,0.001475673708421785,0.2672420085153814
45,0.072,0.0670677469022395,0.0017251552944838762,0.151993106947074,1.4910711410929924,1.293496505095508,1.599493428816725,1.4216214721797673,1.1968780702415138,1.5406395454209263,0.17179959135204362,0.003911513895150536,0.5397526382550736
46,0.073,0.08386192020526907,0.02273288930407302,0.17842534748621186,1.3340646961446285,1.095382359234652,1.5688887481949452,1.457786777531216,1.2701022034076872,1.6013062142035641,0.13035756810819563,0.07701902278106543,0.19945180392895454
47,0.074,0.06664652379259563,0.007900491189131473,0.15240742349520858,1.386127321527142,1.1327248196147872,1.6232114017259816,1.4957338282184327,1.198348001748945,1.7117638691308341,0.2930384666828528,0.18858167810807608,0.4822785558197269
48,0.075,0.1391543436030427,0.04284375292309669,0.24987037967289788,1.398238855010959,1.302403686502275,1.4809109358163273,1.5185423663405124,1.2651508642388558,1.6450286123997022,0.15252507040353697,0.036692071187600685,0.27936169286772006
49,0.076,0.04158573745731195,0.0033057904588104058,0.1138923040100371,1.1988611051251268,1.1097097998786323,1.3672580150351725,1.4043295904426631,1.220249348985075,1.50178383592021,0.20185190516453486,0.08530415204132206,0.4219976610639367
50,0.077,0.055142493277111834,0.011146321998508972,0.18477636469206848,1.40854037800633,1.2048654232615128,1.5691410767330118,1.4392855811006782,1.3286827705266848,1.6577463800197216,0.16332819015398878,0.01129777616193643,0.24049834172023588
51,0.078,0.03541813963541541,0.012249103941964079,0.06377179409078369,1.44463780062577,1.0840328420689618,1.763678285778398,1.4002903257668953,1.2336943978503836,1.5888926578920135,0.21970061066238533,0.0032790557329411144,0.4464004128026473
52,0.079,0.03446413186474521,0.009010516192853146,0.11046999597914901,1.4100989567476578,1.2364460843631426,1.5691229399411664,1.3545544058012804,1.166034444949052,1.5257827419655507,0.16415179020047238,0.025205326578932333,0.449199343252913
53,0.08,0.06809111229476948,0.0228000171230541,0.13167956279025814,1.3830817245206488,1.3283665794307298,1.43247719355723,1.2091138655427403,0.7848118108206574,1.3738955835036708,0.2953111928583222,0.009080845607367419,0.4379476180529451
54,0.081,0.054658181373471164,0.027089543766579148,0.0825993965403894,1.6544281929184297,1.6090113577795255,1.6977177273319686,1.4933214283085587,1.390868368322943,1.5849527392650076,0.054004547094319434,0.008796661998858485,0.11384744823314882
55,0.082,0.04717483686569104,0.022756640502434693,0.0936527852648067,1.556410130711537,1.411111218290106,1.7428936681635776,1.3928964038210208,1.2362803513303573,1.5150836479230896,0.06561976250789422,0.003912591642524906,0.1261773379837596
56,0.083,0.15274983605651216,0.10291952472792966,0.19548282494229222,1.2802714750648803,1.1647699078572118,1.4215788018156628,1.4045193588251048,1.1516159527249317,1.6430266705203755,0.20312494998081762,0.08959750848556362,0.4691304807481247
57,0.084,0.1147897958998103,0.05536989767060142,0.18712706330928197,1.4292146576898892,1.3483997348986945,1.4955983442683702,1.4075162094695606,1.2992988803082142,1.4964090155663803,0.2929832883746611,0.14630964065532673,0.47154251168515515
58,0.085,0.05700232517498896,0.015933074862495497,0.10459044969226665,1.478032831298671,1.3715880136179937,1.6725987951748702,1.4250263963796865,1.2801259342665712,1.5649666340777093,0.26261166946536385,0.14909980932674144,0.3532304490645435
59,0.086,0.023682877411973523,0.004635119604122514,0.05367824682272478,1.266002073153706,0.8475695598206678,1.635674772599218,1.4015132147885228,1.3080809809394423,1.5245361304115916,0.11540908401981816,0.0033094678942719173,0.18227906325975815
60,0.087,0.053510280204553874,0.00032036246483266865,0.1306506174690345,1.3292099406486337,0.8377371068969824,1.5895801515979515,1.320778614499182,1.2278569843673068,1.5040539997147224,0.27797004808403214,0.1533994893933235,0.4156930083906249
61,0.088,0.12155085446683837,0.0026017013170569307,0.21622426000245823,1.26063613643346,0.9499353774282446,1.450930482851839,1.5630916682361415,1.406713191957556,1.7023420535575569,0.15027565069946858,0.042395943362743035,0.3677756792394078
62,0.089,0.04512890694714355,0.021469981187930465,0.07148818271403982,1.5956763302167025,1.4950690173500816,1.7278672475995616,1.5299727134927383,1.3758960617468485,1.6296716244245832,0.09053523310882304,0.05332496878570822,0.13773118251426728
63,0.09,0.07252006710734836,0.011164762632042961,0.17212661841548896,1.4854554545808671,1.256372777877256,1.7072291309733534,1.47941213852825,1.2335848351386012,1.6078685369484467,0.14956369594963567,0.019541135133372405,0.31630103067493287
64,0.091,0.06557914239379889,0.019419444451942228,0.10122474599976655,1.4116155676693498,1.0053682272725608,1.720992319751992,1.3594109828695944,1.2553408742909,1.5181794728192326,0.13583707534619224,0.029198371598575988,0.41252248830990296
65,0.092,0.06360869874351974,0.0043360118811729366,0.141777137472908,1.331391648443137,0.8893146498057479,1.5483819825155898,1.3845339799938639,1.1226831681565634,1.6001368934634346,0.10868212389876647,0.01586172209428543,0.3217001422945989
66,0.093,0.10121466678028518,0.007901400303935572,0.15983856641723554,1.410042086325667,1.2836584515805782,1.5320110602141985,1.439323593901358,1.2752747976640475,1.5272226671963238,0.12351274818608284,0.05105471539883882,0.37938599337465534
67,0.094,0.10952103365057332,0.00039997035421973404,0.1575321951272629,1.3931502909610791,1.0867382006403847,1.6943073746738542,1.4154407797953243,1.2371954902041242,1.5082423490484387,0.13072834352556612,0.005818389583318258,0.4677480977196855
68,0.095,0.15130877235706036,0.0886493476518145,0.19687926305178466,1.5600899287625096,1.533080407895382,1.5797332166658755,1.5635848865787356,1.4271446109131984,1.6628141779718528,0.1520341652638982,0.079392695151747,0.2519161866681061
69,0.096,0.15479236771608176,0.04413439261230563,0.28091186243377153,1.2249080995180865,0.99939500170282,1.3610627325638203,1.4349142224555504,1.1800447598012613,1.7461949172677111,0.21472241171559506,0.019123290305508023,0.4795830166124101
70,0.097,0.07900442354859587,0.01575893278759346,0.14263671503795206,1.2816904201541695,0.9356589634341634,1.509538293078234,1.3924066652696796,1.1956549633156917,1.566035072074497,0.3199642241192488,0.18494193219863161,0.4345946100387778
71,0.098,0.08553432745601812,0.01574691355762743,0.24384272868502924,1.4066511199817813,1.1186430183907434,1.5237854505755069,1.4554356693540933,1.2490324691906232,1.6485338248160901,0.12484980295011958,0.011438359446527348,0.29980902087416683
72,0.099,0.09321415050066763,0.01206157959152308,0.17073199246175727,1.408821340701854,1.2903798927030108,1.528012394591592,1.496357667015932,1.3647657824001358,1.6204498962678915,0.1660167913109135,0.006204900544268641,0.460441048463492
73,0.1,0.08254399792061061,0.005733199637661903,0.2560519513397253,1.1908904658205977,0.8852890706898874,1.4433246239829944,1.420723350724791,1.2333164307604225,1.574507322238287,0.21729379558642228,0.030517458915710276,0.3678551176456075
74,0.101,0.06633712469672413,0.0059129011856382955,0.16613595112088916,1.4488097221258203,1.286122230696394,1.6702459574404775,1.463416051876376,1.172874663973064,1.797309489931183,0.18218015831772116,0.0020362597318257522,0.4562740877930874
75,0.102,0.08885759738673846,0.009126471369025908,0.15468189408702313,1.3653109057556645,1.2026057034315678,1.4987385004734552,1.4966968289624971,1.3159619930114324,1.598973790320897,0.15079005167195825,0.014933902339425018,0.2674173801930619
76,0.103,0.04368974078070416,0.03441719843365556,0.05532086939643297,1.3256160417329252,1.1536804218844419,1.5496479429423968,1.3160579755192225,1.0551712969031637,1.5437219263184567,0.2387932924236841,0.025614174764687657,0.35948381235455873
77,0.104,0.0696465181505677,0.004090482530445673,0.19866630726377685,1.4045962105046346,1.2586861239147227,1.5275830941675346,1.406252383687322,1.307550039069636,1.4929091457406185,0.3026144451487482,0.2382202291993484,0.34873503729311633
78,0.105,0.1375085582348157,0.05314709614102632,0.22315748737689697,1.3690412960544562,1.2592286149940732,1.4626197688984413,1.4653650993661023,1.3157767890204073,1.5531262222633495,0.1305977884626859,0.03060716300175017,0.4768672390339471
79,0.106,0.0506426388277777,0.004577755377057026,0.13384914713817314,1.4894287333880922,1.2529510575107516,1.7766724643826959,1.4581817237849464,1.1801084122090468,1.627536395342415,0.10254087717973613,0.006848735673281868,0.38892975515373857
80,0.107,0.09798624184244428,0.010672880470330853,0.22719968031663243,1.4030313551994449,1.1967242955562556,1.8555497530672023,1.4553497551454857,1.169941384708458,1.842778091127635,0.1644004727912345,0.0009377352977367462,0.4497840981436593
81,0.108,0.11249100859798425,0.04200749034926085,0.2082220210639757,1.4583504081025063,1.1083949554589416,1.7695409716827142,1.4519773771137667,1.2726835107695353,1.7002760909055705,0.10844076302605231,0.017002015966656295,0.41445065897502337
82,0.109,0.14352817103679216,0.03496841376278235,0.3019310951483923,1.383747466479446,1.1111784983922173,1.7041194019820172,1.4531213864084467,1.381557878236642,1.5136405989104054,0.1841834332804123,0.06600298021538734,0.338456619790555
83,0.11,0.08647967196043771,0.03248622306825563,0.14827887881419247,1.4124214241362776,1.0646987012830713,1.6214079555037741,1.3885086855588258,1.2488470362238204,1.5201563752174032,0.22720375520844843,0.12082631413795047,0.40869837032507794
84,0.111,0.07082235989608811,0.0005236071226646116,0.10951141032405244,1.1922358020367698,0.7288785698336588,1.3844445544623065,1.277903007320908,1.1872456096628505,1.4202315967199777,0.2622272878004209,0.15492917342877266,0.3948528905874028
85,0.112,0.06146253836178378,0.01575021849129122,0.14917749325541085,1.2773078315035191,0.9278150190535142,1.5168554041665219,1.4283521589556116,1.199075456244432,1.7623179494834642,0.24223250973263957,0.017971491214692534,0.5012865832116162
86,0.113,0.0987118239359359,0.04496549466358896,0.1707308303851357,1.3707904986691484,1.2451730357590478,1.4558160636844282,1.5181830522451316,1.4875822255131808,1.572492918580997,0.10769465198236694,0.01018952062496811,0.22629448745003694
87,0.114,0.06574062889162058,0.029192311848159944,0.10988553266037249,1.3643710353840597,1.2728704580712755,1.437204338386596,1.4207124204072776,1.3019439350536341,1.6307732339213619,0.08590476278879672,0.06313846995244755,0.09857881240540128
88,0.115,0.10443831634873603,0.04292817021278422,0.21569805819109555,1.4579861903224913,1.334790279483058,1.6291445931384039,1.3575156684676857,1.1643946103542864,1.5433414946499315,0.2401755480823775,0.08492221546803855,0.4882304564183076
89,0.116,0.033377980040367274,0.005662518528919995,0.06464670584815396,1.299129103070039,1.288486353227978,1.3085624495209567,1.3182073434140102,1.175012162154226,1.4451303449851818,0.3815741846311005,0.29562006472554164,0.47854806349891055
90,0.117,0.06475497538753398,0.04648777277738226,0.07653272761015688,1.3325880699950274,1.1936259473229425,1.437475959369853,1.2709819777926525,1.2013638998767937,1.3378179345338403,0.3115775997684438,0.19142827536970314,0.44640950452803646
91,0.118,0.15181886696428007,0.11145823266468126,0.22661898689451623,1.4237985633600676,1.1636599697561787,1.5963293471734479,1.4509508188771725,1.3326714071154813,1.6150440287837085,0.24670483600503876,0.18107285299204035,0.28574133081335845
92,0.119,0.018027422896775062,0.018027422896775065,0.018027422896775065,1.4807099598714635,1.4807099598714637,1.4807099598714637,1.4698256584354665,1.4698256584354665,1.4698256584354665,0.3751097336429052,0.37510973364290523,0.37510973364290523
93,0.12,0.15681593931173982,0.15681593931173982,0.15681593931173982,1.252095567565641,1.252095567565641,1.252095567565641,1.3164844773170612,1.3164844773170612,1.3164844773170612,0.18001735622608073,0.1800173562260807,0.1800173562260807
94,0.121,0.10277030137541737,0.03503206934068895,0.14317353589737647,1.3926205054442269,1.2564357209320525,1.5038063311613137,1.3484763740140275,1.287443773131706,1.4036587059149406,0.24102572269307038,0.10481036532908053,0.34337531412450917
95,0.122,0.07854298866149838,0.05515430451128005,0.1007006894353894,1.289554332238654,1.283995867872571,1.2948202458486275,1.290086691735046,1.2860769830483285,1.2938853631224625,0.4211688256088883,0.41428805344062974,0.42843186289760576
96,0.123,0.10952075025916751,0.062449961966987044,0.14717993479484714,1.4664234161473222,1.1764792433417353,1.6581529344786818,1.4026570351695824,1.2576637242855184,1.6172378041234556,0.32482329620342876,0.23844486796448713,0.419328874151172
97,0.124,0.13711416615923958,0.04013783456748635,0.2720216442285661,1.2318993159152647,0.9797425430683091,1.3658988093844548,1.3724631699421221,1.2396721248051645,1.504465717367958,0.2810359739665771,0.03997857012614366,0.4138299980715873
98,0.125,0.15363279254373824,0.15363279254373818,0.15363279254373818,0.9141856319577055,0.9141856319577051,0.9141856319577051,1.22318617598531,1.2231861759853102,1.2231861759853102,0.28286185098708716,0.28286185098708716,0.28286185098708716
99,0.126,0.20079293887388197,0.09175434650375064,0.3144412165528584,1.3647745212717777,1.3022550521660945,1.4060341917422479,1.445467869860905,1.3209750478352633,1.5702431169362598,0.31454683257696736,0.26536416185764894,0.35524916173999915
100,0.127,0.12042981925042764,0.10935991967495191,0.13108198676645144,1.4921355615566858,1.4654572397783,1.5198600920322636,1.4537524411446296,1.4478308716059178,1.4599062290966243,0.23903035971902054,0.18067072348573934,0.29518774552840427
101,0.128,0.0909595476586995,0.036412636452721706,0.1458752864141466,1.4124210678455063,1.2219518926975694,1.6425383959960798,1.2378213897343435,0.8713322147815936,1.4003415890826678,0.3379465368315238,0.14738441119297507,0.5273488606753577
102,0.129,0.08125317049190799,0.006051849880284797,0.17142677666249284,1.4232396330176342,1.2867193019864602,1.4900813097698222,1.3882698436838854,1.1190297038463901,1.603726980455596,0.27187500688263805,0.1944611543115562,0.3455505736737559
103,0.13,0.05515893646487631,0.048908538363523886,0.061281996192320366,1.3105641976804767,1.0759494266813427,1.503818727870618,1.3080083478272342,1.1044702652961444,1.4094389624401489,0.20521628185431068,0.0971090687666353,0.34052838028421206
104,0.132,0.04769311841238391,0.007017697040651761,0.08836853978411606,1.512907770877469,1.4233369602663901,1.602478581488548,1.4319941850580271,1.3848187587365834,1.4791696113794708,0.17357966704204267,0.10567508900813576,0.24148424507594968
105,0.133,0.10294295794756732,0.03995800789701649,0.20630023595156907,1.2793690663914852,0.9402973804531337,1.540100083264361,1.320267466724373,1.1792072525014665,1.507609887996398,0.33007925213462946,0.1856163331502298,0.4882859357089957
106,0.134,0.1034264096437558,0.10342640964375578,0.10342640964375578,1.0477598646160535,1.0477598646160535,1.0477598646160535,1.233768983217932,1.233768983217932,1.233768983217932,0.46693590023376025,0.4669359002337602,0.4669359002337602
107,0.135,0.06877895588027685,0.06568597955350436,0.07181569627383534,1.084748721207268,0.7931505280241723,1.3817468809307907,1.363027757459619,1.3255369381750821,1.3998369254844374,0.2671417751545191,0.22512722953513933,0.3083924199444556
108,0.136,0.07052625077948844,0.02563683629168862,0.15460509379117277,1.3489887243099503,1.312343671831381,1.4001853693046316,1.399838192762376,1.294876435175486,1.5061614595919905,0.35901786461105223,0.23332097171541025,0.436258679207505
109,0.137,0.05359320050222697,0.020285307045277555,0.09571964284281785,1.3500301233802707,1.293342296546917,1.4190856948030173,1.2298926421529353,1.22300103168861,1.2420409975146949,0.36848845000917085,0.281264683805832,0.4730844974693398
110,0.138,0.034208790630860256,0.02371745891524774,0.03902666773630742,1.2920401431114648,1.2295751155207602,1.382289175737158,1.1968671649344091,1.1352624660021549,1.261693123393384,0.3051117925681725,0.20196744500462233,0.4273669096194233
111,0.139,0.038518063733259174,0.03729605489787241,0.03960173194577196,1.3567684709163546,1.2877567072475569,1.4179675820943458,1.2446274221430225,1.2429002015843895,1.246159108298791,0.3956599662486031,0.3383799803483478,0.44645542544316896
112,0.14,0.11150927284545438,0.11150927284545437,0.11150927284545437,1.3333689464416434,1.3333689464416432,1.3333689464416432,1.421640913625732,1.4216409136257322,1.4216409136257322,0.39332477855098996,0.39332477855098985,0.39332477855098985
113,0.141,0.034634245573949944,0.013601439578789613,0.054873360776840074,1.3284930348984836,1.319713172159712,1.3376172059799516,1.34665240017977,1.3029222638007936,1.3887323427331248,0.20075859313298233,0.16640312722025408,0.2338176263697586
114,0.142,0.06085093512096487,0.06085093512096487,0.06085093512096487,1.0967505627574834,1.0967505627574832,1.0967505627574832,1.3602852706858906,1.3602852706858901,1.3602852706858901,0.2863880306830667,0.2863880306830666,0.2863880306830666
115,0.144,0.05802771246436618,0.05802771246436617,0.05802771246436617,1.4491252351600201,1.4491252351600197,1.4491252351600197,1.3819865067460932,1.3819865067460937,1.3819865067460937,0.30525078086630714,0.3052507808663071,0.3052507808663071
116,0.145,0.022100937326660554,0.0047490983365700385,0.04012015473944686,1.4205037570804073,1.4151732683239782,1.426039264635161,1.2942381788976773,1.2695287591463111,1.319897960947173,0.396671812115814,0.2992821015123181,0.49045449640066197
117,0.147,0.005763172240634536,0.005763172240634535,0.005763172240634535,1.4132419772980265,1.4132419772980263,1.4132419772980263,1.1296423600187697,1.1296423600187697,1.1296423600187697,0.41977208989035214,0.4197720898903522,0.4197720898903522
118,0.148,0.010039549840461869,0.01003954984046187,0.01003954984046187,1.3910256039620617,1.3910256039620614,1.3910256039620614,1.2226194508566155,1.2226194508566157,1.2226194508566157,0.45864888269836956,0.4586488826983695,0.4586488826983695
119,0.157,0.05980962478801291,0.056735300799363286,0.06282594266366914,1.33597589739151,1.286523296542406,1.3844954303000647,1.1833969379976272,1.1356447539630554,1.2320674332636328,0.4007444145429789,0.37309892542522155,0.42892154768223156
